2086	She got sick this weekend.	425255	ئۇ بۇ ھەپتە ئاخىرىدا كېسەل بولدى.
2157	Have you got a beard already?	454751	سېنىڭ ئاللىبۇرۇن ساقىلىڭ بارمۇ؟
2161	I want an MP3 player!	410165	ئەمپى ئۈچ ئەسۋابنى خالايمەن!
2168	Where are you?	396722	سەن نەدە؟
2319	I don't know him.	798298	ئۇنى تونۇمايمەن.
2319	I don't know him.	798299	مەن ئۇنى تونۇمايمەن.
2322	It's not important.	396086	بۇ مۇھىم ئەمەس.
2344	Better late than never.	414467	قوي يوقالغاندىن كېيىن قوتاننىڭ تۆشۈكىنى ئەتمەك.
2411	Yesterday we had fun.	793554	تۈنۈگۈن تاماشا قىلدۇق.
2418	How much is it?	400047	نەچچە پۇل بولۇپتۇ؟
2424	Don't forget the ticket.	406231	بىلەتنى ئۇنۇتما.
2424	Don't forget the ticket.	406232	بىلەتنى ئۇنۇتماڭ.
2424	Don't forget the ticket.	406233	بىلەتنى ئۇنۇتماڭلار.
2453	I don't agree with him.	850393	ئۇنىڭ پىكرىگە قوشۇلمايمەن.
6036	It's been ten years since we last met.	397453	بىز كۆرۈشمىگىلى ئون يىل بولدى.
12621	Just a minute.	397048	بىر دەم ساقلاڭ.
15845	Do you know who he is?	795935	ئۇنىڭ كىم بولىدىغانلىقىنى بىلىمسىز؟
15864	You must study hard.	421358	ئەستايىدىل ئۆگىنىشىڭىز كېرەك.
15864	You must study hard.	421359	ئەستايىدىل ئۆگىنىشىڭ كېرەك.
15864	You must study hard.	421360	ئەستايىدىل ئۆگىنىشىڭلار كېرەك.
15872	Do you keep a diary?	396627	كۈندىلىك خاتىرە يازامسەن؟
15872	Do you keep a diary?	795993	كۈندىلىك خاتىرە يازامسىز؟
15872	Do you keep a diary?	795994	كۈندىلىك خاتىرە يازامسىلەر؟
15872	Do you keep a diary?	795995	كۈندىلىك خاتىرە يازامسىلى؟
15904	Who are you waiting for?	395845	كىمنى كۈتۈۋاتىسەن؟
15955	You seem an honest man.	813271	سىز سەمىيىمىي ئادەمدەك قىلىسىز.
16023	You should apologize.	575588	ئەپۇ سورىشىڭ لازىم.
16023	You should apologize.	575589	ئەپۇ سورىشىڭىز لازىم.
16023	You should apologize.	575590	ئەپۇ سورىشىڭلار لازىم.
16023	You should apologize.	575591	ئەپۇ سورىشىڭ كېرەك.
16023	You should apologize.	575592	ئەپۇ سورىشىڭىز كېرەك.
16023	You should apologize.	575593	ئەپۇ سورىشىڭلار كېرەك.
16164	Are you happy?	435347	سەن خۇشالمۇ؟
16164	Are you happy?	435348	سىز خۇشالمۇ؟
16164	Are you happy?	435350	سىلەر خۇشالمۇ؟
16309	You have only to study hard, and you will pass the test.	937103	سىز تىرىشىپ ئۆگىنىپلا ئىمتىھاندىن ئۆتەلەيسىز.
16434	You must put an end to your foolish behavior.	3293782	ئەخمىقانە قىلىقلىرىڭنى تاشلىشىڭ كېرەك.
16452	Why did you not go to the office?	406254	سىز نېمىشقا ئىشخانىغا بارمىدىڭىز؟
16452	Why did you not go to the office?	406255	سىلەر نېمىشقا ئىشخانىغا بارمىدىڭلار؟
16452	Why did you not go to the office?	406256	سەن نېمىشقا ئىشخانىغا بارمىدىڭ؟
16474	You are very brave.	400493	سىز بەك باتۇر.
16492	What are you doing?	392467	نېمە قىلىۋاتىسەن؟
16492	What are you doing?	413266	نېمە قىلىۋاتىسىز؟
16492	What are you doing?	413267	نېمە قىلىۋاتىسىلەر؟
16525	You have many books.	411403	سېنىڭدە كىتابلار كۆپ.
16525	You have many books.	411404	سىزدە كىتابلار كۆپ.
16525	You have many books.	411405	سىلەردە كىتابلار كۆپ.
16600	You must inform your superior of the results.	3288800	نەتىجىسىنى باشلىقىڭىزغا خەۋەر قىلىشىڭىز كېرەك.
16602	You are responsible for the result.	3288796	ئاقىۋىتىگە سىز سەۋەبچى.
16668	You must put an end to this foolish behavior.	3293785	سەن بۇ ئەخمىقانە قىلىقنى تاشلىشىڭ كېرەك.
16721	How long did it take you to drive from here to Tokyo?	883012	بۇ يەردىن توكيوغا ھەيدىشىڭىزگە قانچىلىك ۋاقىت لازىم ئىدى؟
16758	When will you be free?	474140	قاچان ۋاقتىڭ بار؟
16758	When will you be free?	798893	قاچان بىكار بولىسەن؟
16758	When will you be free?	798894	قاچان بىكار بولىسىز؟
16758	When will you be free?	798895	قاچان بىكار بولىسىلەر؟
16758	When will you be free?	798896	قاچان بىكار بولىلا؟
16790	How much money do you want?	775878	نەچچە پۇل خالايسىز؟
16908	Your book is on the desk.	396761	كىتابىڭىزئۈستەلنىڭ ئۈستىدە.
16923	Your smile always makes me happy.	515880	كۈلكەڭ ھەرقاچان مېنى خۇشال بولدۇرىدۇ.
16923	Your smile always makes me happy.	515881	كۈلكىڭىز ھەرقاچان مېنى خۇشال بولدۇرىدۇ.
16925	It's your move.	409187	قېنى ماڭغىن.
16958	I'm sure your efforts will result in success.	3288788	ئىشىنىمەنكى،تىرىشچانلىقىڭىزنىڭ نەتىجىسى غەلبىلىك بولىدۇ.
16996	Mind your own business!	423849	ئىشىڭنى قىل!
16996	Mind your own business!	423850	ئىشىڭىزنى قىلىڭ!
16996	Mind your own business!	423851	ئىشىڭلارنى قىلىڭلار!
17026	Your success is the result of your hard work.	3288790	غەلبىڭىز جاپالىق تىرىشچانلىقىڭىزنىڭ نەتىجىسى.
17078	Please lend me your car.	427182	مەر ھەمەت، ماشىنىڭىزنى ماڭا ئارىيەت بېرىڭ.
17078	Please lend me your car.	427183	مەر ھەمەت، ماشىناڭنى ماڭا ئارىيەت بەر.
17078	Please lend me your car.	427184	مەر ھەمەت، ماشىناڭلارنى ماڭا ئارىيەت بېرىڭلار.
17113	Your examination results are excellent.	3288801	سىناق نەتىجىڭىز قالتىس.
17113	Your examination results are excellent.	3288803	ئىمتاھان نەتىجىڭىز قالتىس.
17127	How is your work coming along?	395622	خىزمىتىڭىز قانداق؟
17376	I will do anything for you.	564648	سەن ئۈچۈن ھەرنېمىنى قىلىمەن.
17421	I believe you.	402769	ساڭا ئىشەنىمەن.
17423	I don't agree with you.	850395	پىكرىڭىزگە قوشۇلمايمەن.
17423	I don't agree with you.	850396	پىكرىڭگە قوشۇلمايمەن.
17423	I don't agree with you.	850397	پىكرىڭلارگە قوشۇلمايمەن.
17512	You have many caring friends.	400513	سېنىڭدە سەمىمىي دوستلىرىڭ كۆپ.
17538	Green suits you.	507281	يېشىل ساڭا يارىشىدۇ.
17538	Green suits you.	507283	يېشىل سىزگە يارىشىدۇ.
17583	It's not the time but the will that you lack.	396788	ساڭا كۆپرەك ۋاقىت كېرەك ئەمەس، ئىرادە كېرەك.،
17767	He is no more foolish than you are.	3293792	ئۇ سەندەك ئەخمەق ئەمەس.
17777	The success resulted from your efforts.	3288804	غەلبە سىزنىڭ تىرىشچانلىقىڭىزنىڭ نەتىجىسىدىن بولدى.
17840	I don't have as much money as you think.	804445	مەندە سەن ئويلىغاندەك ئۇنچىلىك كۆپ پۇل يوق.
17962	I am not any more foolish than you are.	3293795	مەن ئەمدى سەندەك ئەخمەق ئەمەس.
17989	It is foolish of you to believe such a thing.	3293797	ئۇنداق نەرسىگە ئىشەنگىنىڭ سېنىڭ ئەخمەقلىقىڭ.
18047	My life would be completely empty without you.	403340	سەنسىز قۇرۇق قالسام.
18069	You, be quiet!	407348	سەن، تىنچ بول!
18069	You, be quiet!	407349	سىز، تىنچ بولۇڭ!
18069	You, be quiet!	407350	سىلەر، تىنچ بولۇڭلار!
18275	The sky is blue.	430770	ئاسمان كۆك.
18352	Is there a vacant seat?	406246	بوش ئورۇن بارمۇ؟
18425	The bank loaned the company $1 million.	395017	بانكا شىركەتكە بىر مىليون دوللار قەرز بەردى.
18522	If I get rich, I will buy it.	519807	بېيىسام، ئۇنى ئالىمەن.
18522	If I get rich, I will buy it.	519810	مەن بېيىسام، ئۇ نەرسىنى ئالىمەن.
18555	I should have taken the money.	396789	مەن بۇلنى ئېلىشىم كېرەك ئىدى.
18577	Money comes and goes.	406182	پۇلنىڭ كەلمىكىنىڭ كەتمىكى بار.
18604	The price of gold varies from day to day.	568563	ئالتۇننىڭ باھاسى كۈندىن كۈنگە ئۆزگىرىدۇ.
18965	Are you mad?	476605	خاپا بولدۇڭمۇ؟
19021	Can you take notes for me during the professor's talk?	810765	پروففىسۇرنىڭ نۇتقىنى خاتىرلىۋالامسەن؟
19044	Do you eat it in the classroom?	531923	بۇنى سىنىپتا يەمسەن؟
19044	Do you eat it in the classroom?	531924	بۇنى سىنىپتا يەمسىز؟
19044	Do you eat it in the classroom?	531925	بۇنى سىنىپتا يەمسىلەر؟
19218	The strong will survive and the weak will die.	779447	كۈچلۈكلەر ھايات قالىدۇ، ئاجىزلىقلار ئۆلىدۇ.
19240	You'll get a reward for your cooperation.	396784	ھەمكارلاشسىڭىز مۇكاپات ئالىسىز.
19319	There are many shrines in Kyoto.	396941	كىئوتونىڭ ئىبادەتخانىلىرى كۆپ.
19350	Fish live in the sea.	709457	بېلىقلار دېڭىزدا ياشىدۇ.
19564	Rub salt in the wound.	779588	ئۆلمەك ئۈستىگە تەپمەك.
19660	Let's hurry up.	411200	تېزرەك بارايلى.
19662	Hurry up, or you'll be late for school.	396790	تېز بول، بولمىسا دەرسكە كېچىكىپ قالىسەن.
19687	Hurry up, or you'll be late.	531946	تېز بول. بولمىسا كېچىكىسەن.
19687	Hurry up, or you'll be late.	531947	تېز بولۇڭ. بولمىسا كېچىكىسىز.
19687	Hurry up, or you'll be late.	531948	تېز بولۇڭلار. بولمىسا كېچىكىسىلەر.
19729	Haste makes waste.	580446	Aldirighan sheytanning ishi.‎
19775	Shall we take a rest?	399630	دەم ئالامدىمىز؟
19806	How was your vacation?	774386	تەتىل قانداق ئۆتكۈزدىڭىز؟
19904	The customer did not come.	443826	خېرىدار كەلمىدى.
20114	You study Chinese history.	396817	سىز جۇڭگو تارىخىنى ئۆگىنىسىز.
20392	Never mind.	423856	ھېچ گەپ يوق.
20398	Forget it.	400313	بولدى، بولدى.
20524	Let bygones be bygones.	446001	ئۆتكەنگە سالاۋات.
20567	There is one apple on the desk.	400921	جوزىدا بىر ئالما بار.
20570	There is a pen on the desk.	584987	ئۈستەلدە بىر قەلەم بار.
20575	There wasn't any book on the desk.	533099	جوزىدا ھېچقانداق كىتابى يوق ئىدى.
20647	Basically, I agree with your opinion.	850399	ئاساسەن پىكرىڭگە قوشۇلىمەن.
20647	Basically, I agree with your opinion.	850401	ئاساسەن پىكرىڭىزگە قوشۇلىمەن.
20647	Basically, I agree with your opinion.	850402	ئاساسەن پىكرىڭلارگە قوشۇلىمەن.
20848	I must have made a mistake.	533459	خاتا قىلىپتىمەن.
20848	I must have made a mistake.	533460	خاتا قىپتىمەن.
21048	I'd like to express my gratitude.	435354	مىننەتدارلىقىمنى ئىپادىلىغۇم بار.
21108	The bill amounts to 500 dollars.	804468	تالۇننىڭ سوممىسى 500دوللار
21279	Did you have a good time?	455363	تاماشا قىلدىڭمۇ؟
21279	Did you have a good time?	455364	تاماشا قىلدىڭىزمۇ؟
21279	Did you have a good time?	455365	تاماشا قىلدىڭلارمۇ؟
21559	You see some trees in front of the school.	454110	مەكتەپنىڭ ئالدى تەرەپتىدە بىر نەچچە دەرەخ كۆرىسەن.
21678	Do you remember?	451064	بۇ يادىڭغا چۈشىمەنمۇ؟
21819	Generally speaking, men are stronger than women.	3291925	ئومۇمەن ئەيىتقاندا، ئەرلەر ئاياللاردىن كۈچلۈك.
21909	Learning a foreign language is fun.	1304432	چەتئەل تىلى ئۆگۈنۈش مەنىلىك.
22053	The opening ceremony took place yesterday.	435432	ئېچىلىش مۇراسىمى تۈنۈگۈن ئۆتگۈزۈلدى.
22175	Which way is the beach?	400526	دېڭىز ساھىلى نەدە؟
22180	We'll have a barbecue at the beach.	3289216	دېڭىز ساھىلىدا قاقلىغان گۆش يەيمىز.
22509	The meeting finished thirty minutes ago.	469630	مەجلىس ئوتتۇز مىنۇت بۇرۇن ئاخىرلاشتى.
22535	How many people were present at the meeting?	530699	يىغىنغا قانچە ئادەم قاتناشتى؟
22542	Her absence went unnoticed until the end of the meeting.	816372	يىغىن ئاياقلاشقىچە ھېچكىم ئۇنىڭ كەلمىگەنلىكىگە دىققەت قىلمىدى.
22573	The meeting started at ten.	531305	يىغىن سائەت ئوندا ئېچىلدى.
22921	We looked about us.	804448	بىز ئۆزىمىزگە قاراپ باقتۇق.
23060	We are influenced by our environment.	507228	مۇھىتىمىز بىزگە تەسىر قىلىدۇ.
23193	We stayed at a hotel by the lake.	840465	بىز بىر كۆلنىڭ يېنىدىكى مېھمانخانىدا ئولتۇردۇق.
23477	All our efforts were without result.	3288805	بىزنىڭ بارلىق تىرىشچانلىقىڭىز نەتىجىسىز بولدى.
23766	Don't touch the flowers.	810514	گۈللەرگە تەگمە .
23929	Do you like singing?	397094	ناخشا ئېيتىش ياخشى كۆرەمسىز؟
24081	How is your family?	507326	ئۆيدىكىلىرىڭ قانداقراق؟
24081	How is your family?	507327	ئۆيدىكىلىرىڭىز قانداقراق؟
24081	How is your family?	507328	ئۆيدىكىلىرىڭلار قانداقراق؟
24318	I worked in a post office during the summer vacation.	409191	يازلىق تەتىلدە بىر پوچتىخانىدا ئىشلىدىم.
24412	I live in Kakogawa.	505941	كاكوگاۋىدا تۇرىمەن.
24579	What time do you get up?	424535	سائەت نەچچىدە ئورنۇڭدىن تۇرىسەن؟
24579	What time do you get up?	424536	سائەت نەچچىدە ئورنىڭىزدىن تۇرىسىز؟
24579	What time do you get up?	424537	سائەت نەچچىدە ئورنۇڭلاردىن تۇرىسىلەر؟
24604	When will you be back?	536122	قاچان قايتىپ كېلىسەن؟
24604	When will you be back?	536123	قاچان قايتىپ كېلىسىز؟
24604	When will you be back?	536125	قاچان قايتىپ كېلىسىلەر؟
24656	What did you go there for?	573495	ئۇ يەرگە نېمە ئۈچۈن باردىڭ؟
24656	What did you go there for?	573496	ئۇ يەرگە نېمە ئۈچۈن باردىڭىز؟
24656	What did you go there for?	573497	ئۇ يەرگە نېمە ئۈچۈن باردىڭلار؟
24657	Why didn't you come?	426596	نېمىشقا كەلمىدىڭ؟
24657	Why didn't you come?	426597	نېمىشقا كەلمىدىڭىز؟
24657	Why didn't you come?	426598	نېمىشقا كەلمىدىڭلار؟
24691	You should make sure of the facts before you write something.	804471	بىر نەرسە يېزىشتىن بۇرۇن ئۇ پاكىتلارنى مۇئەييەنلەشتۈرۈشۈڭ كېرەك.
24692	What should I bring?	599241	نېمە ئىش ئەكېلىشىم كېرەك؟
24692	What should I bring?	599242	نېمە ئىش ئەكېلىشىم لازىم؟
24765	What would you like to drink?	419675	نېمە ئىچكىڭىز بار؟
24765	What would you like to drink?	419676	نېمە ئىچكۈڭ بار؟
24765	What would you like to drink?	419677	نېمە ئىچكىڭلار بار؟
24885	What a pity!	402765	ئېسىت.
24885	What a pity!	2347830	بەكمۇ ئەپسۇسلىنارلىق!
24893	How blue the sky is!	396791	ئاسمان نېمىدېگەن كۆك!
24993	I didn't hear what you said.	400486	گېپىڭنى ئاڭلىمىدىم.
25056	Would you like to leave a message?	828522	ئۇچۇر قالدۇرامسىز؟
25058	What is the news?	828525	نېمە خەۋەر بار؟
25059	Can I please have something hot to drink?	828526	قىززىقراق بىر نەرسە ئىچسەم بولامدۇ؟
25060	I want something hot to drink.	828528	قىززىقراق بىرنەرسە ئىچكىم بار.
25061	He encouraged his son to do something great.	828530	ئۇ ئوغلىنى چوڭراق بىر ئىش قىلىشقا ئىلھاملاندۇردى.
25062	What is cooking in the kitchen?	828531	ئاشخانىدا نېمە تاماق ئېتىلىۋاتىدۇ؟
25063	Is there anything else you would like to eat?	828532	يەنە باشقا بىر نەرسە يېيىشنى خالامسىز؟
25078	I'd like something to eat.	451040	مېنىڭ ئازراق بىر نەرسە يېگۈم بار.
25352	I have diarrhea.	433941	ئىچىم كەتتى.
25352	I have diarrhea.	433942	مېنىڭ ئىچىم كەتتى.
25404	I listen to music.	405960	مۇزىكا ئاڭلايمەن.
25710	As a result of pollution, the lake is without any form of life.	3288806	بۇلغۇنۇش سەۋەبىدىن ،كۆلدە جانلىقتىن ئەسەرمۇ يوق.
25715	Never rub the eyes when the hands are dirty.	778861	قوللار كىر بولسا، ھېچقاچان كۆزنى ئۇۋۇلىماسلىق كېرەك.
25715	Never rub the eyes when the hands are dirty.	778862	قوللار كىر بولسا، ھېچقاچان كۆزنى ئۇۋۇلىماسلىق لازىم.
25734	Would you pass me the salt?	840487	تۇزنى ماڭا بەرگەن بولسىڭىز.
25734	Would you pass me the salt?	840489	تۇزنى ماڭا بەرگەن بولساڭ.
25772	Please write with a pencil.	398872	قېرىنداش بىلەن يېزىڭ.
25774	Please write your name with a pencil.	452661	ئىسمىڭنى قېرىنداش بىلەن ياز، مەر ھەمەت.
25774	Please write your name with a pencil.	452662	ئىسمىڭىزنى قېرىنداش بىلەن يېزىڭ، مەر ھەمەت.
26040	The station is to the west of the hotel.	396779	ئىستانسا مېھمانخانىنىڭ غەربى.
26101	Who did you see at the station?	396208	بېكەتتە كىمنى كۆردۈڭ؟
26114	The satellite is now in orbit.	831988	سۈنئىي ھەمرا ھازىر ئوربىتىدا.
26142	Elizabeth II is the Queen of England.	397036	ئېلىزابېت، ئەنگلىيىنىڭ ئايال پادشاھى
26170	Can you speak English?	403285	ئىنگلىزچە سۆزلەلەمسىز؟
26219	Teaching English is his profession.	3294222	ئېنگىلىز تىلى ئوقۇتۇش ئۇنىڭ كەسپى.
26267	English is not easy for us.	397206	ئىنگلىزچە بىز ئۈچۈن ئاسان ئەمەس.
26283	The English language surrounds us like a sea.	396780	ئىنگلىز تىلى بىزنى ئوكياندەك قورشايدۇ.
26353	Let's speak in English.	408302	ئىنگلىزچە سۆزلەيلى.
26669	Telephone me if it rains.	399387	يامغۇر ياغسا ماڭا تېلېڧون قىل.
26710	It is raining all the time.	399377	ھەرقاچان يامغۇر ياغىدۇ.
26830	The rain penetrated my raincoat.	1012190	يامغۇر يامغۇرلۇقىمدىن ئۆتۈپ كەتتى.
27057	The building on the right side is a school.	483029	ئوڭ تەرەپتىكى بىنا مەكتەپ بولىدۇ.
27107	Help yourself to a drink.	398527	تارتىنماي ئىچىۋېلىڭ.
27129	Too much alcohol may result in gastric disease.	3288807	بەك كۆپ ھاراق ئىچىش ئاشقازان كېسەللىكىنى كەلتۈرۈپ چىقىرىدۇ.
27438	I've spent $500 a day.	395015	مەن كۈندە بەش يۈز دوللار خەجلىگەن.
27658	I think it's dangerous to climb that mountain alone.	448460	ئاۋۇ تاغقا يالغۇز چىقىش خەتەرلىك بولىدىغۇ دەيمەن.
27660	Did you come here alone?	396774	بۇ يەرگە يالغۇز كەلدىڭمۇ؟
27765	I received your letter the day before yesterday.	484663	خېتىڭنى ئالدىنقى كۈنى ئالغانىدىم.
27765	I received your letter the day before yesterday.	484664	خېتىڭىزنى ئالدىنقى كۈنى ئالغانىدىم.
27765	I received your letter the day before yesterday.	484665	خېتىڭلارنى ئالدىنقى كۈنى ئالغانىدىم.
28001	What'd the doctor say?	409568	دوختۇر نېمە دېگەن؟
28001	What'd the doctor say?	409569	دوختۇر نېمە دېدى؟
28227	We agree to start at once.	405407	بىز دەرھال باشلىشىشقا قوشۇلدۇق.
28232	Unexpected results were announced.	3288808	كۈتۈلمىگەن نەتىجىلەر ئۇقتۇرۇلدى.
28796	We should do our best.	804469	بىز تىرىشچانلىق كۆرسىتشىمىز كېرەك.
29049	I am at home.	448463	مەن ئۆيدە.
29056	I am more beautiful than you.	406248	مەن سىزدىن چىرايلىق.
29056	I am more beautiful than you.	406249	مەن سەندىن چىرايلىق.
29056	I am more beautiful than you.	406250	مەن سېنىڭدىن چىرايلىق.
29617	Do you like apples?	411382	ئالما ياخشى كۆرەمسەن؟
29617	Do you like apples?	411383	ئالما ياخشى كۆرەمسىز؟
29617	Do you like apples?	411385	ئالما ياخشى كۆرەمسىلەر؟
1164076	How many apples are there?	411391	نەچچە ئالما؟
1164076	How many apples are there?	411392	قانچە ئالما؟
29664	Please relax.	396798	تىنچلىنىڭ.
29853	What's the difference between lions and leopards?	810535	شىر بىلەن قاپلاننىڭ پەرقى نېمە؟
30047	Yo, my man!	393374	سالام! سەن قانداراق؟
30073	This will be one of the best memories of my life.	810533	بۇ ھاياتىمدىكى ئېسل خاتىرىلەر بولۇپ قالغۇسى.
30101	The baby in the cradle is very pretty.	435440	بۆشۈكتىكى بوۋىقى ناھايىتى چىرايلىق.
30126	Drive slowly.	778503	ئاستا ھەيدە.
30126	Drive slowly.	778504	ئاستا ھەيدەڭ.
30126	Drive slowly.	778505	ئاستا ھەيدەڭلار.
30234	Thank God it's Friday!	871592	خۇداغا شۈكرى، جۈمە كەلدى!
30307	Hello, John! How are you?	542915	سالام، جوڭ! سەن قانداقراق؟
30316	Hi! How are you?	573070	سالام! قانداقراق سەن؟
30471	Haven't you got a cheaper edition?	418755	سېنىڭدە ئەرزانراق نەشىر يوقمۇ؟
30471	Haven't you got a cheaper edition?	418756	سەندە ئەرزانراق نەشىر يوقمۇ؟
30471	Haven't you got a cheaper edition?	418757	سىزدە ئەرزانراق نەشىر يوقمۇ؟
30471	Haven't you got a cheaper edition?	418758	سىلەردە ئەرزانراق نەشىر يوقمۇ؟
30530	Yes, of course.	398421	ئەلۋەتتە.
30533	Of course I will go.	543086	ئەلۋەتتە بارىمەن.
30533	Of course I will go.	543087	مەن ئەلۋەتتە بارىمەن.
30560	I will help you, of course.	493793	ئەلۋەتتە سىزگە ياردەم بېرىمەن.
30560	I will help you, of course.	493794	ئەلۋەتتە ساڭا ياردەم بېرىمەن.
30560	I will help you, of course.	493795	ئەلۋەتتە سىلەرگە ياردەم بېرىمەن.
30573	Come if possible.	425122	مۇمكىن بولسا، كەل.
30573	Come if possible.	425123	مۇمكىن بولسا، كېلىڭ.
30573	Come if possible.	425124	مۇمكىن بولسا، كېلىڭلار.
30600	In case you sleep, set the alarm.	778752	ئۇخلىساڭ، سائەتنى توغرىلاپ قوي.
30600	In case you sleep, set the alarm.	778753	ئۇخلىسىڭىز، سائەتنى توغرىلىپ قويۇڭ.
30600	In case you sleep, set the alarm.	778755	ئۇخلىساڭلار، سائەتنى توغرىلىپ قويۇڭلار.
30611	If it should rain, he will not come.	403288	يامغۇر ياغسا، ئۇ كەلمەيدۇ.
30785	If I had wings, I would fly to you.	778876	قانىتىم بولغان بولسا، ساڭا ئۇچاتتىم.
30785	If I had wings, I would fly to you.	778878	قانىتىم بولغان بولسا، سىزگە ئۇچاتتىم.
30785	If I had wings, I would fly to you.	778879	قانىتىم بولغان بولسا، سىلەرگە ئۇچاتتىم.
30812	If I were you, I would go home at once.	806372	سېنىڭ ئورنىڭدا مەن بولغان بولسا دەرھال ئۆيگە قايتاتتىم.
30827	If I were you, I would trust her.	397512	مەن سىز بولسام، ئۇنىڭغا ئىشەنەتتىم.
31200	No one trusts him any more.	396785	ھازىر ھېچ كىم ئۇنىڭغا ئىشەنمەيدۇ.
31447	Would you mind my drinking another cup of coffee?	578174	مەن يەنە بىر ئىستاكان قەھۋە ئىچسەم بولامدۇ؟
31449	Give me another cup of tea.	834845	يەنە بىر ئىستاكان چاي ئەكەل.
31449	Give me another cup of tea.	834846	يەنە بىر ئىستاكان چاي ئەكېلىڭ.
31449	Give me another cup of tea.	834847	يەنە بىر ئىستاكان چاي ئەكېلىڭلار.
31674	I'll try again, thank you.	810475	قايتا سىناپ باقاي،رەھمەت!
31688	I'll wait another five minutes.	504637	يەنە بەش مىنۇت ساقلايمەن.
31792	Rarely does he go out on Sunday.	804444	يەكشەنبە كۈنى ئۇ راستىنلا سىرتقا چىقامدۇ؟
31947	Mary looked at herself in the mirror.	3288728	مەرىيە ئەينەكتىن ئۆزىگە قارىدى.
31978	Mary has just come home.	399392	مەرى ئەمدى كەلدى.
32111	Everybody agrees with you.	414485	كۆپچىلىك ساڭا ماقۇل كۆرىدۇ.
32112	Everybody is waiting for you.	519852	ھەممىسى سېنى كۈتۈۋاتىدۇ.
32112	Everybody is waiting for you.	519853	ھەممىسى سېنى ساقلاۋاتىدۇ.
32186	Everybody looks up to Henry.	831653	ھەركىم ھەنرىنى ھۆرمەتلەيدۇ.
32250	Listen, all of you.	396825	ھەممىڭلار، ئاڭلاڭلار.
32280	Apart from a few mistakes, your composition was excellent.	1304417	ئازىراق خاتالىقنى ھېسابقا ئالمىغاندا ،ماقالىڭىز ئېسىل چىقىپتىكەن.
32515	Could you knock down the price if I buy two?	396810	ئىككى سېتىۋالسام ئەرزانراق بەرەمسىز؟
